Seq_ID	ID_sample	ID	Transect	Point	Compartment	Spartina	Depth	Location	Year	N	W	Crab.burrows	Snails.density	sed_Eh	sed_pH	Fetot	FeII	Ammonium	Phosphate	Nitrate	Sulfide	Salinity	Sulfate	FeIII	Sed_13C	Sed_Total_N	Sed_15N	SOC	Sed_org13C	BG_rate	NAG_rate	PHOS_rate	Plant.height	Plant.density	Leaf_temp	Leaf_N	Leaf_15N	Leaf_C	Leaf_13C	Leaf_CN_ratio	plant_biomass	plant_biomass_area	Observed	Shannon	Simpson	Counts
Sapelo2018_Bulk_sediment_T1_P1_5-10	2	2	1	1	Bulk sediment	Tall	10-05	Sapelo	2018	31.38894	81.27755	120	0	-143.3	6.8	264.3977424	81.7732997	35.35273221	3.575041951	4.818803227	18.36957397	23.24182792	13.46405079	182.6244427	-21.0365	0.24	5.183	2.58	-21.5545	NA	NA	NA	120.8	108	NA	NA	NA	NA	NA	NA	10.46327372	1130.033562	747	6.130329197	0.996311007	33656
Sapelo2018_Bulk_sediment_T1_P1_0-5	1	1	1	1	Bulk sediment	Tall	0-5	Sapelo	2018	31.38894	81.27755	120	0	78.7	7.5	241.2984691	117.4454864	76.38308739	2.75004952	12.1809817	27.97462844	30.02428956	17.63794303	123.8529827	-20.2595	0.31	5.277	3.29	-21.0175	NA	NA	NA	120.8	108	NA	NA	NA	NA	NA	NA	10.46327372	1130.033562	844	6.238577446	0.996524763	36067
Sapelo2018_Bulk_sediment_T1_P2_5-10	4	4	1	2	Bulk sediment	Medium	10-05	Sapelo	2018	31.38913	81.2776	176	56	-373.7	6.7	8.95037821	7.466114538	101.3558194	60.71469548	0.180814881	1453.573478	37.25735309	24.71631234	1.484263672	-15.7525	0.73	2.702	15.98	-15.8155	NA	NA	NA	69.2	76	NA	NA	NA	NA	NA	NA	4.189871207	318.4302117	772	6.039312041	0.995882004	38142
Sapelo2018_Bulk_sediment_T1_P2_0-5	3	3	1	2	Bulk sediment	Medium	0-5	Sapelo	2018	31.38913	81.2776	176	56	-287	6.2	322.5745996	304.6253047	90.70252494	2.64195728	2.507089595	48.55081334	35.69596714	18.19175988	17.94929483	-16.6665	0.83	5.816	7.58	-17.3225	NA	NA	NA	69.2	76	NA	NA	NA	NA	NA	NA	4.189871207	318.4302117	839	6.213788051	0.996643947	38269
Sapelo2018_Bulk_sediment_T1_P3_5-10	6	6	1	3	Bulk sediment	Short	10-05	Sapelo	2018	31.38943	81.27757	0	252	-405	6.6	1.009235501	0.01	76.81737311	153.1461785	0.01	1598.087524	38.46487734	15.38604193	3.802098677	-18.4485	0.32	3.757	4.23	-18.7005	NA	NA	NA	45.3	100	NA	NA	NA	NA	NA	NA	1.903344785	190.3344785	723	6.116730352	0.996458036	33062
Sapelo2018_Bulk_sediment_T1_P3_0-5	5	5	1	3	Bulk sediment	Short	0-5	Sapelo	2018	31.38943	81.27757	0	252	-332.3	6.4	13.91309647	5.015171346	88.33923905	76.50899085	0.01	902.2302477	42.97929735	21.91314701	8.897925126	-19.0275	0.3	3.905	4.52	-19.4975	NA	NA	NA	45.3	100	NA	NA	NA	NA	NA	NA	1.903344785	190.3344785	604	5.891139141	0.995186941	26259
Sapelo2018_Bulk_sediment_T1_P4_5-10	26	26	1	4	Bulk sediment	Short	10-05	Sapelo	2018	31.38983	81.27757	16	256	-310.5	6.6	94.52798463	34.94518072	126.0329453	56.18935595	4.280961517	33.13672919	39.02562198	28.5604211	59.58280391	-18.2725	0.33	3.872	5.24	-18.6705	NA	NA	NA	31.9	140	NA	NA	NA	NA	NA	NA	0.905068623	126.7096073	706	5.914158989	0.992940644	36029
Sapelo2018_Bulk_sediment_T1_P4_0-5	25	25	1	4	Bulk sediment	Short	0-5	Sapelo	2018	31.38983	81.27757	16	256	-254.5	6.7	228.0862802	175.4295377	113.1034305	3.000869776	2.880255542	19.78909298	33.63424648	22.2414702	52.65674255	-20.0485	0.38	4.129	5.06	-20.5635	NA	NA	NA	31.9	140	NA	NA	NA	NA	NA	NA	0.905068623	126.7096073	738	6.017404832	0.995648532	36476
Sapelo2018_Bulk_sediment_T2_P1_5-10	8	8	2	1	Bulk sediment	Tall	10-05	Sapelo	2018	31.38866	81.27693	104	0	20	6.2	10.70739358	4.307538014	10	3.0198967	4.040463192	94.0072711	17.17442316	14.03317192	6.399855569	-20.3785	0.4	4.966	3.79	-20.6325	NA	NA	NA	100.5	72	NA	NA	NA	NA	NA	NA	7.621743597	548.7655388	860	6.264637041	0.996608036	37773
Sapelo2018_Bulk_sediment_T2_P1_0-5	7	7	2	1	Bulk sediment	Tall	0-5	Sapelo	2018	31.38866	81.27693	104	0	34.5	7.1	275.2043315	185.7137203	30.29562363	2.792659939	2.839414554	81.41558512	26.62329481	17.70779535	89.49061121	-19.9785	0.42	4.745	3.83	-20.3795	NA	NA	NA	100.5	72	NA	NA	NA	NA	NA	NA	7.621743597	548.7655388	803	6.213299582	0.996722119	36057
Sapelo2018_Bulk_sediment_T2_P2_5-10	10	10	2	2	Bulk sediment	Medium	10-05	Sapelo	2018	31.38891	81.27695	84	56	-226.5	6.6	4.391206705	8.805387371	60.55120943	54.18380176	1.819133202	759.9681138	19.2637076	13.64091803	0.01	-19.3035	0.38	4.685	4.75	-19.9595	NA	NA	NA	69.1	56	NA	NA	NA	NA	NA	NA	4.172947076	233.6850362	768	6.146591009	0.996446648	31640
Sapelo2018_Bulk_sediment_T2_P2_0-5	9	9	2	2	Bulk sediment	Medium	0-5	Sapelo	2018	31.38891	81.27695	84	56	-66	7.1	187.8323023	86.01189828	20.09434079	2.795693887	5.802660014	82.2748806	26.22147044	9.302335275	101.820404	-20.4055	0.39	4.895	4.38	-20.3505	NA	NA	NA	69.1	56	NA	NA	NA	NA	NA	NA	4.172947076	233.6850362	809	6.213898831	0.996528499	33237
Sapelo2018_Bulk_sediment_T2_P3_5-10	12	12	2	3	Bulk sediment	Short	10-05	Sapelo	2018	31.3893	81.27705	20	104	-346	6.5	2.539539213	5.23614094	93.81342875	36.63379418	3.610495912	1588.605098	32.86560739	16.67016344	0.01	-16.9275	0.34	3.25	5.6	-17.5395	NA	NA	NA	21.5	108	NA	NA	NA	NA	NA	NA	0.423993642	45.79131336	633	5.789422027	0.993951651	31045
Sapelo2018_Bulk_sediment_T2_P3_0-5	11	11	2	3	Bulk sediment	Short	0-5	Sapelo	2018	31.3893	81.27705	20	104	-143	6.5	88.98601808	62.94217992	118.9253616	10.53258511	1.177789758	237.8185674	34.77054321	25.82952275	26.04383816	-17.2145	0.38	3.324	7.08	-17.2405	NA	NA	NA	21.5	108	NA	NA	NA	NA	NA	NA	0.423993642	45.79131336	716	6.056473644	0.996062424	30866
Sapelo2018_Bulk_sediment_T3_P1_5-10	14	14	3	1	Bulk sediment	Tall	10-05	Sapelo	2018	31.38892	81.27632	52	12	36.5	6.5	151.9300547	98.42485577	106.1694569	5.259200655	4.466057774	53.50122659	27.70387392	11.17950594	53.50519897	-19.5685	0.19	4.922	1.87	-21.0375	NA	NA	NA	117.6	116	NA	NA	NA	NA	NA	NA	9.960300489	1155.394857	602	5.905630623	0.9952409	30579
Sapelo2018_Bulk_sediment_T3_P1_0-5	13	13	3	1	Bulk sediment	Tall	0-5	Sapelo	2018	31.38892	81.27632	52	12	-147	7.3	182.8571149	97.71741194	281.1005776	12.97013301	0.782804054	26.12789713	28.84244656	17.79341189	85.13970297	-20.1695	0.31	4.935	3.38	-21.6115	NA	NA	NA	117.6	116	NA	NA	NA	NA	NA	NA	9.960300489	1155.394857	726	6.063988867	0.995803894	37128
Sapelo2018_Bulk_sediment_T3_P2_5-10	16	16	3	2	Bulk sediment	Medium	10-05	Sapelo	2018	31.38914	81.27642	92	0	119	5.5	369.1638459	357.151445	152.6567972	7.031339032	3.795592169	52.11802873	29.23572925	29.12585127	12.01240094	-20.0475	0.36	4.363	4.33	-20.4565	NA	NA	NA	73.9	64	NA	NA	NA	NA	NA	NA	4.757336364	304.4695273	732	6.028063178	0.995245869	38132
Sapelo2018_Bulk_sediment_T3_P2_0-5	15	15	3	2	Bulk sediment	Medium	0-5	Sapelo	2018	31.38914	81.27642	92	0	89.5	7	26.71588183	11.6289088	130.8293781	2.78652175	22.07202193	43.98749328	29.97823753	15.29337692	15.08697303	-19.9415	0.37	4.661	4.72	-20.3825	NA	NA	NA	73.9	64	NA	NA	NA	NA	NA	NA	4.757336364	304.4695273	795	6.159181112	0.996202162	36938
Sapelo2018_Bulk_sediment_T3_P3_5-10	18	18	3	3	Bulk sediment	Short	10-05	Sapelo	2018	31.38957	81.27657	16	84	-340.5	6.7	7.155577559	0.01	266.3979467	98.88905555	0.571471616	1609.289622	33.63798347	15.0943639	9.594624069	-17.5585	0.36	2.94	6.23	-17.9575	NA	NA	NA	16.5	108	NA	NA	NA	NA	NA	NA	0.280279257	30.27015976	665	5.941997286	0.995048549	31552
Sapelo2018_Bulk_sediment_T3_P3_0-5	17	17	3	3	Bulk sediment	Short	0-5	Sapelo	2018	31.38957	81.27657	16	84	-362	6.5	46.72942049	32.99947332	221.1274406	45.958267	5.525737124	836.9888974	37.4061582	26.5605633	13.72994717	-17.1655	0.38	3.493	7.36	-17.5815	NA	NA	NA	16.5	108	NA	NA	NA	NA	NA	NA	0.280279257	30.27015976	778	6.191627505	0.996737909	32493
Sapelo2018_Bulk_sediment_T4_P1_5-10	20	20	4	1	Bulk sediment	Tall	10-05	Sapelo	2018	31.38904	81.27569	180	4	-29	6	40.34994327	15.34351001	95.46454863	3.083882805	2.01734755	60.83972549	20.44664642	14.59373829	25.00643326	-19.7025	0.41	5.033	3.72	-20.3415	NA	NA	NA	84.4	124	NA	NA	NA	NA	NA	NA	5.545909194	687.69274	897	6.34584868	0.996823923	35994
Sapelo2018_Bulk_sediment_T4_P1_0-5	19	19	4	1	Bulk sediment	Tall	0-5	Sapelo	2018	31.38904	81.27569	180	4	18	7.1	226.3857538	114.9820354	190.3505034	2.880879953	5.476150742	52.221895	22.46032011	14.25840112	111.4037184	-19.9555	0.4	5.058	3.69	-20.2825	NA	NA	NA	84.4	124	NA	NA	NA	NA	NA	NA	5.545909194	687.69274	777	6.255649248	0.997046852	27842
Sapelo2018_Bulk_sediment_T4_P2_5-10	22	22	4	2	Bulk sediment	Medium	10-05	Sapelo	2018	31.38957	81.27559	12	20	-385.5	6.8	9.750292521	10.0813636	131.7156755	67.6326093	0.01	1601.801865	29.66677517	8.56643093	0.01	-17.4285	0.39	2.94	6.11	-17.7945	NA	NA	NA	60.4	36	NA	NA	NA	NA	NA	NA	3.198621021	115.1503568	878	6.232880693	0.996240891	39018
Sapelo2018_Bulk_sediment_T4_P2_0-5	21	21	4	2	Bulk sediment	Medium	0-5	Sapelo	2018	31.38957	81.27559	12	20	-295.5	6.8	14.35386173	7.061887999	166.7504896	60.62796813	4.562257104	996.0749394	35.49650198	10.26512458	7.291973727	-17.2675	0.41	2.729	7.01	-17.6715	NA	NA	NA	60.4	36	NA	NA	NA	NA	NA	NA	3.198621021	115.1503568	865	6.216446794	0.996258695	39060
Sapelo2018_Bulk_sediment_T4_P3_5-10	24	24	4	3	Bulk sediment	Short	10-05	Sapelo	2018	31.39001	81.2758	36	304	-347.5	6.6	6.633007181	7.27016037	173.8930038	123.0917723	0.01	232.5216587	46.08613789	30.12034146	0.01	-20.2495	0.12	3.304	1.48	-21.0035	NA	NA	NA	20.25	80	NA	NA	NA	NA	NA	NA	0.375401137	30.03209097	841	6.226665575	0.996435489	33805
Sapelo2018_Bulk_sediment_T4_P3_0-5	23	23	4	3	Bulk sediment	Short	0-5	Sapelo	2018	31.39001	81.2758	36	304	-271.5	6.5	42.02515352	25.02751196	136.9291895	80.89179806	0.530630628	251.4436301	43.63251132	33.48393519	16.99764157	-19.9705	0.09	3.134	0.7	-21.2965	NA	NA	NA	20.25	80	NA	NA	NA	NA	NA	NA	0.375401137	30.03209097	845	6.173406477	0.996276597	39021
Sapelo2018_Endosphere_T1_P1_5-10	27	2	1	1	Root	Tall	10-05	Sapelo	2018	31.38894	81.27755	120	0	78.7	7.5	241.2984691	117.4454864	76.38308739	2.75004952	12.1809817	27.97462844	30.02428956	17.63794303	123.8529827	-20.2595	0.31	5.277	3.29	-21.0175	NA	NA	NA	120.8	108	NA	NA	NA	NA	NA	NA	10.46327372	1130.033562	732	5.409160096	0.987770924	60070
Sapelo2018_Endosphere_T1_P1_0-5	28	1	1	1	Root	Tall	0-5	Sapelo	2018	31.38894	81.27755	120	0	-143.3	6.8	264.3977424	81.7732997	35.35273221	3.575041951	4.818803227	18.36957397	23.24182792	13.46405079	182.6244427	-21.0365	0.24	5.183	2.58	-21.5545	NA	NA	NA	120.8	108	NA	NA	NA	NA	NA	NA	10.46327372	1130.033562	802	5.459682777	0.986033447	53130
Sapelo2018_Endosphere_T1_P2_5-10	29	4	1	2	Root	Medium	10-05	Sapelo	2018	31.38913	81.2776	176	56	-287	6.2	322.5745996	304.6253047	90.70252494	2.64195728	2.507089595	48.55081334	35.69596714	18.19175988	17.94929483	-16.6665	0.83	5.816	7.58	-17.3225	NA	NA	NA	69.2	76	NA	NA	NA	NA	NA	NA	4.189871207	318.4302117	700	5.578475652	0.991250321	58347
Sapelo2018_Endosphere_T1_P2_0-5	30	3	1	2	Root	Medium	0-5	Sapelo	2018	31.38913	81.2776	176	56	-373.7	6.7	8.95037821	7.466114538	101.3558194	60.71469548	0.180814881	1453.573478	37.25735309	24.71631234	1.484263672	-15.7525	0.73	2.702	15.98	-15.8155	NA	NA	NA	69.2	76	NA	NA	NA	NA	NA	NA	4.189871207	318.4302117	723	5.287815073	0.979852208	58108
Sapelo2018_Endosphere_T1_P3_5-10	31	6	1	3	Root	Short	10-05	Sapelo	2018	31.38943	81.27757	0	252	-332.3	6.4	13.91309647	5.015171346	88.33923905	76.50899085	0.01	902.2302477	42.97929735	21.91314701	8.897925126	-19.0275	0.3	3.905	4.52	-19.4975	NA	NA	NA	45.3	100	NA	NA	NA	NA	NA	NA	1.903344785	190.3344785	464	3.865300147	0.901534407	56667
Sapelo2018_Endosphere_T1_P3_0-5	32	5	1	3	Root	Short	0-5	Sapelo	2018	31.38943	81.27757	0	252	-405	6.6	1.009235501	0.01	76.81737311	153.1461785	0.01	1598.087524	38.46487734	15.38604193	3.802098677	-18.4485	0.32	3.757	4.23	-18.7005	NA	NA	NA	45.3	100	NA	NA	NA	NA	NA	NA	1.903344785	190.3344785	624	3.822311436	0.826112394	62392
Sapelo2018_Endosphere_T1_P4_5-10	33	26	1	4	Root	Short	10-05	Sapelo	2018	31.38983	81.27757	16	256	-254.5	6.7	228.0862802	175.4295377	113.1034305	3.000869776	2.880255542	19.78909298	33.63424648	22.2414702	52.65674255	-20.0485	0.38	4.129	5.06	-20.5635	NA	NA	NA	31.9	140	NA	NA	NA	NA	NA	NA	0.905068623	126.7096073	696	5.389343285	0.985854239	63300
Sapelo2018_Endosphere_T1_P4_0-5	34	25	1	4	Root	Short	0-5	Sapelo	2018	31.38983	81.27757	16	256	-310.5	6.6	94.52798463	34.94518072	126.0329453	56.18935595	4.280961517	33.13672919	39.02562198	28.5604211	59.58280391	-18.2725	0.33	3.872	5.24	-18.6705	NA	NA	NA	31.9	140	NA	NA	NA	NA	NA	NA	0.905068623	126.7096073	803	5.802722636	0.992653319	51552
Sapelo2018_Endosphere_T2_P1_5-10	35	8	2	1	Root	Tall	10-05	Sapelo	2018	31.38866	81.27693	104	0	34.5	7.1	275.2043315	185.7137203	30.29562363	2.792659939	2.839414554	81.41558512	26.62329481	17.70779535	89.49061121	-19.9785	0.42	4.745	3.83	-20.3795	NA	NA	NA	100.5	72	NA	NA	NA	NA	NA	NA	7.621743597	548.7655388	607	4.300698149	0.927965241	56754
Sapelo2018_Endosphere_T2_P1_0-5	36	7	2	1	Root	Tall	0-5	Sapelo	2018	31.38866	81.27693	104	0	20	6.2	10.70739358	4.307538014	10	3.0198967	4.040463192	94.0072711	17.17442316	14.03317192	6.399855569	-20.3785	0.4	4.966	3.79	-20.6325	NA	NA	NA	100.5	72	NA	NA	NA	NA	NA	NA	7.621743597	548.7655388	658	5.306863201	0.985262136	49910
Sapelo2018_Endosphere_T2_P2_5-10	37	10	2	2	Root	Medium	10-05	Sapelo	2018	31.38891	81.27695	84	56	-66	7.1	187.8323023	86.01189828	20.09434079	2.795693887	5.802660014	82.2748806	26.22147044	9.302335275	101.820404	-20.4055	0.39	4.895	4.38	-20.3505	NA	NA	NA	69.1	56	NA	NA	NA	NA	NA	NA	4.172947076	233.6850362	712	5.398414073	0.98671166	60087
Sapelo2018_Endosphere_T2_P2_0-5	38	9	2	2	Root	Medium	0-5	Sapelo	2018	31.38891	81.27695	84	56	-226.5	6.6	4.391206705	8.805387371	60.55120943	54.18380176	1.819133202	759.9681138	19.2637076	13.64091803	0.01	-19.3035	0.38	4.685	4.75	-19.9595	NA	NA	NA	69.1	56	NA	NA	NA	NA	NA	NA	4.172947076	233.6850362	724	5.51778525	0.985685227	55768
Sapelo2018_Endosphere_T2_P3_5-10	39	12	2	3	Root	Short	10-05	Sapelo	2018	31.3893	81.27705	20	104	-143	6.5	88.98601808	62.94217992	118.9253616	10.53258511	1.177789758	237.8185674	34.77054321	25.82952275	26.04383816	-17.2145	0.38	3.324	7.08	-17.2405	NA	NA	NA	21.5	108	NA	NA	NA	NA	NA	NA	0.423993642	45.79131336	634	5.162695646	0.97861242	62282
Sapelo2018_Endosphere_T2_P3_0-5	40	11	2	3	Root	Short	0-5	Sapelo	2018	31.3893	81.27705	20	104	-346	6.5	2.539539213	5.23614094	93.81342875	36.63379418	3.610495912	1588.605098	32.86560739	16.67016344	0.01	-16.9275	0.34	3.25	5.6	-17.5395	NA	NA	NA	21.5	108	NA	NA	NA	NA	NA	NA	0.423993642	45.79131336	591	4.86646915	0.975810918	60603
Sapelo2018_Endosphere_T4_P1_5-10	41	20	4	1	Root	Tall	10-05	Sapelo	2018	31.38904	81.27569	180	4	18	7.1	226.3857538	114.9820354	190.3505034	2.880879953	5.476150742	52.221895	22.46032011	14.25840112	111.4037184	-19.9555	0.4	5.058	3.69	-20.2825	NA	NA	NA	84.4	124	NA	NA	NA	NA	NA	NA	5.545909194	687.69274	548	4.558315906	0.96559129	64767
Sapelo2018_Endosphere_T4_P1_0-5	42	19	4	1	Root	Tall	0-5	Sapelo	2018	31.38904	81.27569	180	4	-29	6	40.34994327	15.34351001	95.46454863	3.083882805	2.01734755	60.83972549	20.44664642	14.59373829	25.00643326	-19.7025	0.41	5.033	3.72	-20.3415	NA	NA	NA	84.4	124	NA	NA	NA	NA	NA	NA	5.545909194	687.69274	673	4.856908567	0.96482634	59580
Sapelo2018_Endosphere_T4_P2_5-10	43	22	4	2	Root	Medium	10-05	Sapelo	2018	31.38957	81.27559	12	20	-295.5	6.8	14.35386173	7.061887999	166.7504896	60.62796813	4.562257104	996.0749394	35.49650198	10.26512458	7.291973727	-17.2675	0.41	2.729	7.01	-17.6715	NA	NA	NA	60.4	36	NA	NA	NA	NA	NA	NA	3.198621021	115.1503568	516	4.567708115	0.969611573	66993
Sapelo2018_Endosphere_T4_P2_0-5	44	21	4	2	Root	Medium	0-5	Sapelo	2018	31.38957	81.27559	12	20	-385.5	6.8	9.750292521	10.0813636	131.7156755	67.6326093	0.01	1601.801865	29.66677517	8.56643093	0.01	-17.4285	0.39	2.94	6.11	-17.7945	NA	NA	NA	60.4	36	NA	NA	NA	NA	NA	NA	3.198621021	115.1503568	809	5.537062443	0.987896146	59443
Sapelo2018_Endosphere_T4_P3_5-10	45	24	4	3	Root	Short	10-05	Sapelo	2018	31.39001	81.2758	36	304	-271.5	6.5	42.02515352	25.02751196	136.9291895	80.89179806	0.530630628	251.4436301	43.63251132	33.48393519	16.99764157	-19.9705	0.09	3.134	0.7	-21.2965	NA	NA	NA	20.25	80	NA	NA	NA	NA	NA	NA	0.375401137	30.03209097	661	5.080385321	0.981520792	58590
Sapelo2018_Endosphere_T4_P3_0-5	46	23	4	3	Root	Short	0-5	Sapelo	2018	31.39001	81.2758	36	304	-347.5	6.6	6.633007181	7.27016037	173.8930038	123.0917723	0.01	232.5216587	46.08613789	30.12034146	0.01	-20.2495	0.12	3.304	1.48	-21.0035	NA	NA	NA	20.25	80	NA	NA	NA	NA	NA	NA	0.375401137	30.03209097	951	5.987484794	0.994292869	55665
Sapelo2018_Rhizosphere_T1_P1_5-10	47	2	1	1	Rhizosphere	Tall	10-05	Sapelo	2018	31.38894	81.27755	120	0	78.7	7.5	241.2984691	117.4454864	76.38308739	2.75004952	12.1809817	27.97462844	30.02428956	17.63794303	123.8529827	-20.2595	0.31	5.277	3.29	-21.0175	NA	NA	NA	120.8	108	NA	NA	NA	NA	NA	NA	10.46327372	1130.033562	1051	6.398404194	0.996505486	42787
Sapelo2018_Rhizosphere_T1_P1_0-5	48	1	1	1	Rhizosphere	Tall	0-5	Sapelo	2018	31.38894	81.27755	120	0	-143.3	6.8	264.3977424	81.7732997	35.35273221	3.575041951	4.818803227	18.36957397	23.24182792	13.46405079	182.6244427	-21.0365	0.24	5.183	2.58	-21.5545	NA	NA	NA	120.8	108	NA	NA	NA	NA	NA	NA	10.46327372	1130.033562	986	6.380871981	0.99692284	41126
Sapelo2018_Rhizosphere_T1_P2_5-10	49	4	1	2	Rhizosphere	Medium	10-05	Sapelo	2018	31.38913	81.2776	176	56	-287	6.2	322.5745996	304.6253047	90.70252494	2.64195728	2.507089595	48.55081334	35.69596714	18.19175988	17.94929483	-16.6665	0.83	5.816	7.58	-17.3225	NA	NA	NA	69.2	76	NA	NA	NA	NA	NA	NA	4.189871207	318.4302117	791	5.754580277	0.99246674	52416
Sapelo2018_Rhizosphere_T1_P2_0-5	50	3	1	2	Rhizosphere	Medium	0-5	Sapelo	2018	31.38913	81.2776	176	56	-373.7	6.7	8.95037821	7.466114538	101.3558194	60.71469548	0.180814881	1453.573478	37.25735309	24.71631234	1.484263672	-15.7525	0.73	2.702	15.98	-15.8155	NA	NA	NA	69.2	76	NA	NA	NA	NA	NA	NA	4.189871207	318.4302117	1076	6.370458174	0.997040115	49498
Sapelo2018_Rhizosphere_T1_P3_5-10	51	6	1	3	Rhizosphere	Short	10-05	Sapelo	2018	31.38943	81.27757	0	252	-332.3	6.4	13.91309647	5.015171346	88.33923905	76.50899085	0.01	902.2302477	42.97929735	21.91314701	8.897925126	-19.0275	0.3	3.905	4.52	-19.4975	NA	NA	NA	45.3	100	NA	NA	NA	NA	NA	NA	1.903344785	190.3344785	928	5.977944556	0.99486671	53984
Sapelo2018_Rhizosphere_T1_P3_0-5	52	5	1	3	Rhizosphere	Short	0-5	Sapelo	2018	31.38943	81.27757	0	252	-405	6.6	1.009235501	0.01	76.81737311	153.1461785	0.01	1598.087524	38.46487734	15.38604193	3.802098677	-18.4485	0.32	3.757	4.23	-18.7005	NA	NA	NA	45.3	100	NA	NA	NA	NA	NA	NA	1.903344785	190.3344785	1092	6.312455637	0.996354821	49297
Sapelo2018_Rhizosphere_T1_P4_5-10	53	26	1	4	Rhizosphere	Short	10-05	Sapelo	2018	31.38983	81.27757	16	256	-254.5	6.7	228.0862802	175.4295377	113.1034305	3.000869776	2.880255542	19.78909298	33.63424648	22.2414702	52.65674255	-20.0485	0.38	4.129	5.06	-20.5635	NA	NA	NA	31.9	140	NA	NA	NA	NA	NA	NA	0.905068623	126.7096073	714	5.382709082	0.984081025	50901
Sapelo2018_Rhizosphere_T1_P4_0-5	54	25	1	4	Rhizosphere	Short	0-5	Sapelo	2018	31.38983	81.27757	16	256	-310.5	6.6	94.52798463	34.94518072	126.0329453	56.18935595	4.280961517	33.13672919	39.02562198	28.5604211	59.58280391	-18.2725	0.33	3.872	5.24	-18.6705	NA	NA	NA	31.9	140	NA	NA	NA	NA	NA	NA	0.905068623	126.7096073	1070	6.302568248	0.995862393	49238
