Seq_ID	ID_sample	ID	Transect	Point	Compartment	Spartina	Depth	Location	Year	N	W	Crab.burrows	Snails.density	sed_Eh	sed_pH	Fetot	FeII	Ammonium	Phosphate	Nitrate	Sulfide	Salinity	Sulfate	FeIII	Sed_13C	Sed_Total_N	Sed_15N	SOC	Sed_org13C	BG_rate	NAG_rate	PHOS_rate	Plant.height	Plant.density	Leaf_temp	Leaf_N	Leaf_15N	Leaf_C	Leaf_13C	Leaf_CN_ratio	plant_biomass	plant_biomass_area	Observed	Shannon	Simpson	Counts
Sapelo2019_Endosphere_T3_P3_0-5_b	105	17	3	3	Root	Short	0-5	Sapelo	2019	31.38957	81.27657	12	116	-371	6.9	14.63682021	0.01	242.4694468	98.31674941	0.01	653.9822155	28.43964257	15.9448938	16.425989	-17.1655	0.38	3.493	7.36	-17.5815	6.2892	1.4234	25.229	32	204	34.75	1.235	5.205	45.615	-13.835	36.9620149	1.146368929	233.8592615	472	4.148165278	0.939572493	56296
Sapelo2019_Endosphere_T4_P1_5-10	107	20	4	1	Root	Tall	10-05	Sapelo	2019	31.38904	81.27569	220	4	42	6.4	14.26426293	1.678576782	61.21528513	0.01	2.576445578	18.76334403	25.43039518	13.62501645	12.58568615	-19.7025	0.41	5.033	3.72	-20.3415	18.8298	10.1706	62.2038	82.5	80	28.275	1.42	7.695	45.695	-13.48	32.16453539	5.375219361	430.0175488	783	5.592119709	0.988370178	56470
Sapelo2019_Endosphere_T4_P1_0-5	108	19	4	1	Root	Tall	0-5	Sapelo	2019	31.38904	81.27569	220	4	86	6.9	48.53548366	6.245473846	53.04100644	0.01	1.262212899	13.55589762	29.29156467	18.84981155	42.29000981	-19.9555	0.4	5.058	3.69	-20.2825	18.8298	10.1706	62.2038	82.5	80	28.275	1.42	7.695	45.695	-13.48	32.16453539	5.375219361	430.0175488	716	5.515172749	0.98827693	51602
Sapelo2019_Endosphere_T4_P2_5-10	109	22	4	2	Root	Medium	10-05	Sapelo	2019	31.38957	81.27559	36	0	-395.5	6.5	9.141600253	9.395858769	161.8736077	72.51343314	0.01	568.5688956	25.69149088	8.498591927	0.01	-17.4285	0.39	2.94	6.11	-17.7945	4.8474	1.2989	21.9002	53.8	96	28.2	1.02	5.705	45.885	-14.105	44.87617008	2.776292111	266.5240426	859	6.091521756	0.995511252	45851
Sapelo2019_Endosphere_T4_P2_0-5	110	21	4	2	Root	Medium	0-5	Sapelo	2019	31.38957	81.27559	36	0	-297.5	6.6	25.07247374	6.330619384	65.65743212	0.01	0.29346026	46.03244512	29.01855311	16.66794341	18.74185436	-17.2675	0.41	2.729	7.01	-17.6715	4.8474	1.2989	21.9002	53.8	96	28.2	1.02	5.705	45.885	-14.105	44.87617008	2.776292111	266.5240426	1075	6.073088807	0.990463179	68013
Sapelo2019_Endosphere_T4_P3_5-10	111	24	4	3	Root	Short	10-05	Sapelo	2019	31.39001	81.2758	0	180	-361	6.3	3.83670847	2.251374041	107.7303899	85.28373189	0.01	424.8321759	26.77692098	12.41836188	1.585334429	-20.2495	0.12	3.304	1.48	-21.0035	5.9198	2.2415	11.2189	31.7	136	29.05	1.36	4.635	45.285	-14.25	33.51790732	1.008474204	137.1524917	763	5.727823678	0.993007998	55936
Sapelo2019_Endosphere_T4_P3_0-5	112	22	4	3	Root	Short	0-5	Sapelo	2019	31.39001	81.2758	0	180	-334	6.9	6.740225576	0.01	144.3598971	66.52777879	0.01	480.9718078	28.94906786	14.9898791	8.978343563	-19.9705	0.09	3.134	0.7	-21.2965	5.9198	2.2415	11.2189	31.7	136	29.05	1.36	4.635	45.285	-14.25	33.51790732	1.008474204	137.1524917	727	5.498779742	0.987136611	48667
Sapelo2019_Rhizosphere_T1_P1_5-10	113	2	1	1	Rhizosphere	Tall	10-05	Sapelo	2019	31.38894	81.27755	240	12	-140.7	6.6	571.6383088	541.6769414	98.12697785	0.01	2.339735018	34.99041897	44.03292696	24.76011731	29.96136735	-21.0365	0.24	5.183	2.58	-21.5545	18.7358	5.8521	71.6254	95.4	68	24.15	1.535	7.35	45.845	-13.6	30.48801488	6.948133809	472.4730992	1245	6.572514439	0.997107868	48352
Sapelo2019_Rhizosphere_T1_P1_0-5	114	1	1	1	Rhizosphere	Tall	0-5	Sapelo	2019	31.38894	81.27755	240	12	-114	6.7	355.8911947	323.4693535	107.8942396	0.01	2.760727683	1.808346472	42.24436642	24.74843552	32.42184114	-20.2595	0.31	5.277	3.29	-21.0175	18.7358	5.8521	71.6254	95.4	68	24.15	1.535	7.35	45.845	-13.6	30.48801488	6.948133809	472.4730992	1068	6.389814756	0.996400427	42450
Sapelo2019_Rhizosphere_T1_P2_5-10	115	4	1	2	Rhizosphere	Medium	10-05	Sapelo	2019	31.38913	81.2776	60	36	-385	6.6	21.27400925	26.6654213	244.0715326	56.46862936	0.01	1588.534066	37.14546908	9.32978915	0.01	-15.7525	0.73	2.702	15.98	-15.8155	18.2165	6.1389	68.9428	59.9	100	26.3	1.285	6.645	44.39	-13.77	34.92700174	3.334676557	333.4676557	748	5.467724303	0.986521529	60496
Sapelo2019_Rhizosphere_T1_P2_0-5	116	3	1	2	Rhizosphere	Medium	0-5	Sapelo	2019	31.38913	81.2776	60	36	-289	7.4	24.56628178	17.16644433	181.4172339	70.21938371	1.029806167	510.4470744	45.98808259	20.9847806	7.399837448	-16.6665	0.83	5.816	7.58	-17.3225	18.2165	6.1389	68.9428	59.9	100	26.3	1.285	6.645	44.39	-13.77	34.92700174	3.334676557	333.4676557	908	5.82001615	0.990810585	62047
Sapelo2019_Rhizosphere_T1_P3_5-10	117	6	1	3	Rhizosphere	Short	10-05	Sapelo	2019	31.38943	81.27757	8	60	-397.5	7.1	0.232621687	1.043855496	98.50019102	140.6686395	0.01	1284.990335	41.15723686	9.307005393	0.01	-18.4485	0.32	3.757	4.23	-18.7005	NA	NA	NA	45	172	26.05	1.56	5.69	45.005	-13.795	28.92605921	2.021893621	347.7657028	823	5.840072211	0.994372932	51875
Sapelo2019_Rhizosphere_T1_P3_0-5	118	5	1	3	Rhizosphere	Short	0-5	Sapelo	2019	31.38943	81.27757	8	60	-377	6.6	2.710937542	0.621998055	94.6133124	163.162241	0.01	1440.14984	47.58159378	12.56685412	2.088939487	-19.0275	0.3	3.905	4.52	-19.4975	NA	NA	NA	45	172	26.05	1.56	5.69	45.005	-13.795	28.92605921	2.021893621	347.7657028	859	5.862890202	0.993509577	52626
Sapelo2019_Rhizosphere_T1_P4_5-10	119	26	1	4	Rhizosphere	Short	10-05	Sapelo	2019	31.38983	81.27757	0	204	-326	6.7	41.09243702	33.25209055	80.43121197	155.3429722	0.01	105.4421294	41.16027798	22.89419698	7.840346472	-18.2725	0.33	3.872	5.24	-18.6705	13.8539	2.532	76.8323	21	264	27.525	1.54	6.105	45.545	-13.465	29.65746805	0.437036236	115.3775663	897	5.856408397	0.99178717	51540
Sapelo2019_Rhizosphere_T1_P4_0-5	120	25	1	4	Rhizosphere	Short	0-5	Sapelo	2019	31.38983	81.27757	0	204	-276.5	6.5	698.0729128	703.5470725	117.5522682	0.01	0.439399167	91.006864	33.28671187	28.07935439	0.01	-20.0485	0.38	4.129	5.06	-20.5635	13.8539	2.532	76.8323	21	264	27.525	1.54	6.105	45.545	-13.465	29.65746805	0.437036236	115.3775663	922	6.052387193	0.994583604	52986
Sapelo2019_Rhizosphere_T3_P1_5-10	122	14	3	1	Rhizosphere	Tall	10-05	Sapelo	2019	31.38892	81.27632	240	0	-109.5	6	83.61661153	38.20988304	102.3415558	0.01	0.345497458	10.15145954	24.58458637	15.26054278	45.40672849	-19.5685	0.19	4.922	1.87	-21.0375	16.1312	7.6942	52.4393	66.1	72	29.275	1.095	7.25	45.535	-13.565	43.56925866	3.729582183	268.5299172	1276	6.462634853	0.996092886	51749
Sapelo2019_Rhizosphere_T3_P1_5-10_b	121	14	3	1	Rhizosphere	Tall	10-05	Sapelo	2019	31.38892	81.27632	240	0	-109.5	6	83.61661153	38.20988304	102.3415558	0.01	0.345497458	10.15145954	24.58458637	15.26054278	45.40672849	-19.5685	0.19	4.922	1.87	-21.0375	16.1312	7.6942	52.4393	66.1	72	29.275	1.095	7.25	45.535	-13.565	43.56925866	3.729582183	268.5299172	1160	6.477925187	0.996790924	47034
Sapelo2019_Rhizosphere_T3_P1_0-5	124	13	3	1	Rhizosphere	Tall	0-5	Sapelo	2019	31.38892	81.27632	240	0	-48.5	6.6	31.55578042	11.06780752	85.70171014	0.01	0.209339979	42.65040465	26.30724662	14.49134702	20.48797289	-20.1695	0.31	4.935	3.38	-21.6115	16.1312	7.6942	52.4393	66.1	72	29.275	1.095	7.25	45.535	-13.565	43.56925866	3.729582183	268.5299172	1165	6.473877108	0.996875906	45509
Sapelo2019_Rhizosphere_T3_P1_0-5_b	123	13	3	1	Rhizosphere	Tall	0-5	Sapelo	2019	31.38892	81.27632	240	0	-48.5	6.6	31.55578042	11.06780752	85.70171014	0.01	0.209339979	42.65040465	26.30724662	14.49134702	20.48797289	-20.1695	0.31	4.935	3.38	-21.6115	16.1312	7.6942	52.4393	66.1	72	29.275	1.095	7.25	45.535	-13.565	43.56925866	3.729582183	268.5299172	1133	6.418272835	0.996454415	46731
Sapelo2019_Rhizosphere_T3_P2_5-10	126	16	3	2	Rhizosphere	Medium	10-05	Sapelo	2019	31.38914	81.27642	220	16	-63	6	301.1779177	247.3184744	71.26473242	0.01	1.145618276	0.01	22.61210141	13.06614388	53.85944327	-20.0475	0.36	4.363	4.33	-20.4565	15.693	5.5433	39.2885	59	76	30.175	1.23	7.215	45.7	-13.61	37.19359077	3.079225218	234.0211166	1155	6.348760576	0.996376126	56662
Sapelo2019_Rhizosphere_T3_P2_5-10_b	125	16	3	2	Rhizosphere	Medium	10-05	Sapelo	2019	31.38914	81.27642	220	16	-63	6	301.1779177	247.3184744	71.26473242	0.01	1.145618276	0.01	22.61210141	13.06614388	53.85944327	-20.0475	0.36	4.363	4.33	-20.4565	15.693	5.5433	39.2885	59	76	30.175	1.23	7.215	45.7	-13.61	37.19359077	3.079225218	234.0211166	1108	6.322649525	0.996208115	53340
Sapelo2019_Rhizosphere_T3_P2_0-5	128	15	3	2	Rhizosphere	Medium	0-5	Sapelo	2019	31.38914	81.27642	220	16	-68	6.9	137.1474241	122.1291688	55.48964894	0.01	0.01	36.09910111	23.55404819	13.60722342	15.01825529	-19.9415	0.37	4.661	4.72	-20.3825	15.693	5.5433	39.2885	59	76	30.175	1.23	7.215	45.7	-13.61	37.19359077	3.079225218	234.0211166	1269	6.501040846	0.996259765	52101
Sapelo2019_Rhizosphere_T3_P2_0-5_b	127	15	3	2	Rhizosphere	Medium	0-5	Sapelo	2019	31.38914	81.27642	220	16	-68	6.9	137.1474241	122.1291688	55.48964894	0.01	0.01	36.09910111	23.55404819	13.60722342	15.01825529	-19.9415	0.37	4.661	4.72	-20.3825	15.693	5.5433	39.2885	59	76	30.175	1.23	7.215	45.7	-13.61	37.19359077	3.079225218	234.0211166	1194	6.399687735	0.995947498	53623
Sapelo2019_Rhizosphere_T3_P3_5-10	130	18	3	3	Rhizosphere	Short	10-05	Sapelo	2019	31.38957	81.27657	12	116	-388.5	6.6	15.13896264	0.178833781	410.3880647	129.4015254	0.01	1423.015661	27.63239064	8.947182106	14.96012886	-17.5585	0.36	2.94	6.23	-17.9575	6.2892	1.4234	25.229	32	204	34.75	1.235	5.205	45.615	-13.835	36.9620149	1.146368929	233.8592615	996	6.095227873	0.994698715	54734
Sapelo2019_Rhizosphere_T3_P3_5-10_b	129	18	3	3	Rhizosphere	Short	10-05	Sapelo	2019	31.38957	81.27657	12	116	-388.5	6.6	15.13896264	0.178833781	410.3880647	129.4015254	0.01	1423.015661	27.63239064	8.947182106	14.96012886	-17.5585	0.36	2.94	6.23	-17.9575	6.2892	1.4234	25.229	32	204	34.75	1.235	5.205	45.615	-13.835	36.9620149	1.146368929	233.8592615	883	5.899736977	0.993472004	53210
Sapelo2019_Rhizosphere_T3_P3_0-5	132	17	3	3	Rhizosphere	Short	0-5	Sapelo	2019	31.38957	81.27657	12	116	-371	6.9	14.63682021	0.01	242.4694468	98.31674941	0.01	653.9822155	28.43964257	15.9448938	16.425989	-17.1655	0.38	3.493	7.36	-17.5815	6.2892	1.4234	25.229	32	204	34.75	1.235	5.205	45.615	-13.835	36.9620149	1.146368929	233.8592615	1078	6.202903764	0.995202303	51446
Sapelo2019_Rhizosphere_T3_P3_0-5_b	131	17	3	3	Rhizosphere	Short	0-5	Sapelo	2019	31.38957	81.27657	12	116	-371	6.9	14.63682021	0.01	242.4694468	98.31674941	0.01	653.9822155	28.43964257	15.9448938	16.425989	-17.1655	0.38	3.493	7.36	-17.5815	6.2892	1.4234	25.229	32	204	34.75	1.235	5.205	45.615	-13.835	36.9620149	1.146368929	233.8592615	1030	6.02732155	0.992631639	59149
Sapelo2019_Rhizosphere_T4_P1_5-10	133	20	4	1	Rhizosphere	Tall	10-05	Sapelo	2019	31.38904	81.27569	220	4	42	6.4	14.26426293	1.678576782	61.21528513	0.01	2.576445578	18.76334403	25.43039518	13.62501645	12.58568615	-19.7025	0.41	5.033	3.72	-20.3415	18.8298	10.1706	62.2038	82.5	80	28.275	1.42	7.695	45.695	-13.48	32.16453539	5.375219361	430.0175488	1042	6.395589622	0.996736302	43561
Sapelo2019_Rhizosphere_T4_P1_0-5	134	19	4	1	Rhizosphere	Tall	0-5	Sapelo	2019	31.38904	81.27569	220	4	86	6.9	48.53548366	6.245473846	53.04100644	0.01	1.262212899	13.55589762	29.29156467	18.84981155	42.29000981	-19.9555	0.4	5.058	3.69	-20.2825	18.8298	10.1706	62.2038	82.5	80	28.275	1.42	7.695	45.695	-13.48	32.16453539	5.375219361	430.0175488	1017	6.335224123	0.996646513	43830
Sapelo2019_Rhizosphere_T4_P2_5-10	135	22	4	2	Rhizosphere	Medium	10-05	Sapelo	2019	31.38957	81.27559	36	0	-395.5	6.5	9.141600253	9.395858769	161.8736077	72.51343314	0.01	568.5688956	25.69149088	8.498591927	0.01	-17.4285	0.39	2.94	6.11	-17.7945	4.8474	1.2989	21.9002	53.8	96	28.2	1.02	5.705	45.885	-14.105	44.87617008	2.776292111	266.5240426	1148	6.525347245	0.997327303	46141
Sapelo2019_Rhizosphere_T4_P2_0-5	136	21	4	2	Rhizosphere	Medium	0-5	Sapelo	2019	31.38957	81.27559	36	0	-297.5	6.6	25.07247374	6.330619384	65.65743212	0.01	0.29346026	46.03244512	29.01855311	16.66794341	18.74185436	-17.2675	0.41	2.729	7.01	-17.6715	4.8474	1.2989	21.9002	53.8	96	28.2	1.02	5.705	45.885	-14.105	44.87617008	2.776292111	266.5240426	1096	6.360345448	0.995457149	45557
Sapelo2019_Rhizosphere_T4_P3_5-10	137	24	4	3	Rhizosphere	Short	10-05	Sapelo	2019	31.39001	81.2758	0	180	-361	6.3	3.83670847	2.251374041	107.7303899	85.28373189	0.01	424.8321759	26.77692098	12.41836188	1.585334429	-20.2495	0.12	3.304	1.48	-21.0035	5.9198	2.2415	11.2189	31.7	136	29.05	1.36	4.635	45.285	-14.25	33.51790732	1.008474204	137.1524917	919	5.54645068	0.982233307	57757
Sapelo2019_Rhizosphere_T4_P3_0-5	138	22	4	3	Rhizosphere	Short	0-5	Sapelo	2019	31.39001	81.2758	0	180	-334	6.9	6.740225576	0.01	144.3598971	66.52777879	0.01	480.9718078	28.94906786	14.9898791	8.978343563	-19.9705	0.09	3.134	0.7	-21.2965	5.9198	2.2415	11.2189	31.7	136	29.05	1.36	4.635	45.285	-14.25	33.51790732	1.008474204	137.1524917	1093	6.265239022	0.995772808	52063
Skidaway2019_Bulk_sediment_T5_P1_5-10	139	28	5	1	Bulk sediment	Tall	10-05	Skidaway	2019	31.9754	81.03147	600	0	NA	NA	540.1774658	417.6924504	53.65999414	0.01	0.01	105.7556961	23.81289626	10.98637353	122.4850155	-18.212	0.44130955	5.546142857	4.068379723	-18.667	11.1754	4.5448	10.1029	127.7	112	28.65	1.115	7.09	44.785	-13.13	41.06710974	12.3325749	1381.248389	975	6.315586017	0.996821246	45581
Skidaway2019_Bulk_sediment_T5_P1_0-5	140	27	5	1	Bulk sediment	Tall	0-5	Skidaway	2019	31.9754	81.03147	600	0	NA	NA	294.0183385	250.9329179	61.41554585	0.01	0.674153442	118.9590925	27.03097832	14.65096849	43.08542058	-18.212	0.44130955	5.546142857	4.068379723	-18.667	11.1754	4.5448	10.1029	127.7	112	28.65	1.115	7.09	44.785	-13.13	41.06710974	12.3325749	1381.248389	1121	6.465143788	0.997220847	48208
Skidaway2019_Bulk_sediment_T5_P2_5-10	141	30	5	2	Bulk sediment	Medium	10-05	Skidaway	2019	31.97528	81.03122	100	80	NA	NA	3.119940649	2.777728279	45.6131541	67.12363578	2.05920366	1383.506262	23.44177852	5.185742955	0.34221237	-19.274	0.10809525	4.916857143	1.169437729	-19.568	4.122	2.3958	10.8328	63.1	96	28.675	1.045	6.175	44.865	-13.795	44.58704935	3.998526275	383.8585224	1183	6.502567416	0.996587431	49741
Skidaway2019_Bulk_sediment_T5_P2_0-5	142	29	5	2	Bulk sediment	Medium	0-5	Skidaway	2019	31.97528	81.03122	100	80	NA	NA	6.051804505	5.386277958	44.22043178	22.61582679	0.01	565.8923801	20.8123274	10.24294707	0.665526547	-19.274	0.10809525	4.916857143	1.169437729	-19.568	4.122	2.3958	10.8328	63.1	96	28.675	1.045	6.175	44.865	-13.795	44.58704935	3.998526275	383.8585224	1048	6.392736643	0.99678894	48824
Skidaway2019_Bulk_sediment_T5_P3_5-10	143	32	5	3	Bulk sediment	Short	10-05	Skidaway	2019	31.9753	81.03085	188	4	NA	NA	6.059903576	14.01306911	131.60693	31.62410116	0.01	884.2857325	23.18913256	10.05466182	0.01	-17.197	0.092060332	3.862571429	1.570796212	-17.42	1.6937	1.3253	4.2324	19.5	4	26.775	1.425	5.775	45.015	-13.49	31.89091258	0.341853752	1.367415008	830	5.842639495	0.993786553	53090
Skidaway2019_Bulk_sediment_T5_P3_0-5	144	31	5	3	Bulk sediment	Short	0-5	Skidaway	2019	31.9753	81.03085	188	4	NA	NA	3.719271935	10.93621897	90.18026817	15.92868625	0.01	262.0798777	24.76202493	14.09177696	0.01	-17.197	0.092060332	3.862571429	1.570796212	-17.42	1.6937	1.3253	4.2324	19.5	4	26.775	1.425	5.775	45.015	-13.49	31.89091258	0.341853752	1.367415008	978	6.2726347	0.996404263	48083
Skidaway2019_Bulk_sediment_T6_P1_5-10	145	34	6	1	Bulk sediment	Tall	10-05	Skidaway	2019	31.97435	81.03093	240	4	NA	NA	355.3445073	258.0834096	46.29586111	0.01	1.063063023	43.4119237	31.09872824	14.59058176	97.26109777	-18.597	0.397122753	5.798285714	4.007675002	-19.698	9.4045	5.2713	12.6785	122.8	160	25.525	1.155	8.085	45.695	-12.98	39.57887054	11.06108971	1769.774354	654	5.960751838	0.995717205	25790
Skidaway2019_Bulk_sediment_T6_P1_0-5	146	33	6	1	Bulk sediment	Tall	0-5	Skidaway	2019	31.97435	81.03093	240	4	NA	NA	308.8112925	300.8378206	77.70948666	0.01	1.40893432	117.749621	23.43927385	11.54706549	7.973471899	-18.597	0.397122753	5.798285714	4.007675002	-19.698	9.4045	5.2713	12.6785	122.8	160	25.525	1.155	8.085	45.695	-12.98	39.57887054	11.06108971	1769.774354	1114	6.478701892	0.997320036	46638
Skidaway2019_Bulk_sediment_T6_P2_5-10	147	36	6	2	Bulk sediment	Medium	10-05	Skidaway	2019	31.9744	81.0308	60	0	NA	NA	0.925092294	5.386277958	89.13345075	38.80959482	0.90969023	345.2870321	45.00960643	21.68961744	0.01	-20.116	0.085006368	4.166	0.877543199	-20.344	2.5616	1.842	6.3335	61.7	88	26.225	1.395	6.58	45.165	-13.62	32.47212647	4.98056981	438.2901432	1013	6.43445128	0.997536334	44219
Skidaway2019_Bulk_sediment_T6_P2_0-5	148	35	6	2	Bulk sediment	Medium	0-5	Skidaway	2019	31.9744	81.0308	60	0	NA	NA	23.23803407	25.58899209	46.96036261	9.282172333	0.01	80.81594737	30.11466354	14.06715532	0.01	-20.116	0.085006368	4.166	0.877543199	-20.344	2.5616	1.842	6.3335	61.7	88	26.225	1.395	6.58	45.165	-13.62	32.47212647	4.98056981	438.2901432	1014	6.32042403	0.996697726	51519
Skidaway2019_Bulk_sediment_T7_P1_5-10	149	38	7	1	Bulk sediment	Tall	10-05	Skidaway	2019	31.97367	81.03113	244	0	NA	NA	76.49752775	57.50695826	77.06319068	27.68873656	1.459406489	146.3401817	21.31674158	10.39519201	18.99056949	-19.712	0.407925365	5.608714286	3.607209633	-20	12.9603	5.9676	17.5178	116.8	132	27.1	1.26	7.63	45.17	-13.105	36.38942168	10.08598253	1331.349694	1046	6.376650198	0.99672375	44384
Skidaway2019_Bulk_sediment_T7_P1_0-5	150	37	7	1	Bulk sediment	Tall	0-5	Skidaway	2019	31.97367	81.03113	244	0	NA	NA	596.2351887	457.2780342	239.574769	0.01	0.829873777	120.9412817	NA	NA	138.9571545	-19.712	0.407925365	5.608714286	3.607209633	-20	12.9603	5.9676	17.5178	116.8	132	27.1	1.26	7.63	45.17	-13.105	36.38942168	10.08598253	1331.349694	1071	6.4332604	0.997112721	46025
Skidaway2019_Bulk_sediment_T7_P2_5-10	151	40	7	2	Bulk sediment	Medium	10-05	Skidaway	2019	31.97372	81.031	8	88	NA	NA	8.971519753	3.563389384	21.17224288	3.594446483	0.743014696	298.6887859	17.96182596	8.879286155	5.408130369	-16.543	0.215427453	3.158428571	3.649923114	-16.764	4.6075	2.5629	10.1454	46.5	68	28.1	1.215	6.19	45.92	-13.28	37.8313956	3.2805839	223.0797052	974	6.352388238	0.997153734	44867
Skidaway2019_Bulk_sediment_T7_P2_0-5	152	39	7	2	Bulk sediment	Medium	0-5	Skidaway	2019	31.97372	81.031	8	88	NA	NA	7.886244182	0.01	12.91603936	7.264383877	0.019580274	1405.646308	15.38899804	6.643795856	8.70785003	-16.543	0.215427453	3.158428571	3.649923114	-16.764	4.6075	2.5629	10.1454	46.5	68	28.1	1.215	6.19	45.92	-13.28	37.8313956	3.2805839	223.0797052	1167	6.579324043	0.997749267	46871
Skidaway2019_Bulk_sediment_T7_P3_5-10	153	42	7	3	Bulk sediment	Short	10-05	Skidaway	2019	31.97338	81.03055	76	96	NA	NA	7.266665218	3.733680461	47.3517813	17.40749498	0.01	956.4844572	24.60875402	10.31411859	3.532984757	-17.688	0.079772441	1.720142857	1.057485847	-18.329	2.1572	1.7402	4.8019	50.4	156	28.7	0.95	5.54	44.455	-13.6	46.68419511	2.464839804	384.5150094	773	5.764221147	0.992670158	44734
Skidaway2019_Bulk_sediment_T7_P3_0-5	154	41	7	3	Bulk sediment	Short	0-5	Skidaway	2019	31.97338	81.03055	76	96	NA	NA	7.537984111	3.880750027	34.5806087	4.840329289	0.01	662.5605036	29.74468717	14.82274012	3.657234084	-17.688	0.079772441	1.720142857	1.057485847	-18.329	2.1572	1.7402	4.8019	50.4	156	28.7	0.95	5.54	44.455	-13.6	46.68419511	2.464839804	384.5150094	933	6.147138082	0.994927655	48390
Skidaway2019_Bulk_sediment_T8_P1_5-10	157	46	8	1	Bulk sediment	Tall	10-05	Skidaway	2019	31.9728	81.0309	160	0	NA	NA	16.1432475	10.54919379	95.91500712	95.00161777	0.075921299	264.7115979	25.01903687	9.636216512	5.594053709	-19.098	0.41558043	5.787571429	3.976466757	-19.386	9.095	3.9419	10.602	128.4	116	26.95	1.39	7.91	44.985	-13.745	34.04579667	11.81216029	1370.210594	882	6.307045173	0.997172382	38779
